sha1sum; evasion; bitmap
e0d3d5905c2a83aa154a99f3d6081aae6a282775; ability to retrieve a list of keyboard layouts, trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 000000010000000
cceb3b201a783f57c3d654bf6193ae936907ea32; ability to retrieve system default language identifier, detecting debugger by checking debug port, searching for specific processes: idaq.exe (analysis tool detection), searching for specific processes: kxetray.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection); 110000000000000
950863366c9bed8221c0264c585b1a6ebdd364cc; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
d7f6b644be5ba5e4c3f8883776940bf4aac789d8; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
fa276aea8d94484d46d7ab3df4a3b49988a2d516; ability to check the disk size, ability to retrieve the current memory availability, detecting the presence of wine, potential detection of analysis tools (dbghelp.dll), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection); 000100101111100
e9a4ce01f3becda264573369078b9e170a2559ce; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
c57895523efa4365664e2755292f980ae664bd67; potential anti-vm time analysis check using rdtsc, searching for specific processes, trying to detect analysis virtual environment (timing analysis detection); 100100000000000
99b60c0baf33adaa728e8117e218761ebddfe72d; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, trying to detect analysis virtual environment (bios detection); 000000001001100
4f30aa3363117fd9d0a71606fb0c5b98388b32a4; ability to retrieve the current memory availability, detecting virtualbox by enumerating acpi registry keys, detecting debugger by checking debug port, potential anti-vm time analysis check using rdtsc, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (hiding threads from debugger); 010100001000101
3f697205c3f40e699d80556624a990a68a7c3ece; ability to retrieve system default language identifier, trying to detect analysis virtual environment (timing analysis detection); 000100000000000
02dc56c6317c33b3fb679d53ba0c40bebebc4f2e; checking for specific image filename, searching for specific processes, trying to detect analysis virtual environment (bios detection); 100000001000000
e75b0c7d68083daaec03b793f09f21636bf65442; ability to check the disk size, ability to detect if sleep() function is patched, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection); 000100100011000
b203985ad9248f3cbcdf861360ccf25b88ab314b; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, potential detection of virtual environment (sandboxie), trying to detect analysis virtual environment (bios detection); 000000011000000
e071792d04659c7bd57a14c81d36acf63c8968f6; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
6fe09da96f98b71344b8678ec8b057757b145d21; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
dd09ed93be2f99a1483c1760c01410f254de552e; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, trying to detect analysis virtual environment (bios detection); 000000001001100
